# cid2code.txt (Beta Version 2018-05-15)
#
# The data in this table contains four tab-delimited columns of
# information. The contents of this file supplement "The Adobe-KR-9
# Character Collection":
#
# https://github.com/adobe-type-tools/Adobe-KR/
#
# This table contains lists CIDs 0 through 22875 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o There are cases of multiple code points mapping to the same CID
#   within a single CMap resource. These cases are comma-delimited
#   within the same column.
#
# The following is a synopsis of columns 2 through 4, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "UniAKR-UTF8-H" CMap resource
#   (Unicode Version 10.0 UTF-8 encoding).
#
# o Column 3: Character codes for the "UniAKR-UTF16-H" CMap resource
#   (Unicode Version 10.0 UTF-16 encoding).
#
# o Column 4: Character codes for the "UniAKR-UTF32-H" CMap resource
#   (Unicode Version 10.0 UTF-32 encoding).
#
CID	UniAKR-UTF8	UniAKR-UTF16	UniAKR-UTF32
9445	ecaea2	cba2	0000cba2
9446	ecaea5	cba5	0000cba5
9447	ecaea6	cba6	0000cba6
9448	ecaea7	cba7	0000cba7
9449	ecaea8	cba8	0000cba8
9450	ecaea9	cba9	0000cba9
9451	ecaeaa	cbaa	0000cbaa
9452	ecaeab	cbab	0000cbab
9453	ecaeae	cbae	0000cbae
9454	ecaeb0	cbb0	0000cbb0
9455	ecaeb2	cbb2	0000cbb2
9456	ecaeb3	cbb3	0000cbb3
9457	ecaeb4	cbb4	0000cbb4
9458	ecaeb5	cbb5	0000cbb5
9459	ecaeb6	cbb6	0000cbb6
9460	ecaeb7	cbb7	0000cbb7
9461	ecaeba	cbba	0000cbba
9462	ecaebb	cbbb	0000cbbb
9463	ecaebd	cbbd	0000cbbd
9464	ecaebe	cbbe	0000cbbe
9465	ecaebf	cbbf	0000cbbf
9466	ecaf81	cbc1	0000cbc1
9467	ecaf82	cbc2	0000cbc2
9468	ecaf83	cbc3	0000cbc3
9469	ecaf84	cbc4	0000cbc4
9470	ecaf85	cbc5	0000cbc5
9471	ecaf86	cbc6	0000cbc6
9472	ecaf87	cbc7	0000cbc7
9473	ecaf8a	cbca	0000cbca
9474	ecaf8c	cbcc	0000cbcc
9475	ecaf8e	cbce	0000cbce
9476	ecaf8f	cbcf	0000cbcf
9477	ecaf90	cbd0	0000cbd0
9478	ecaf91	cbd1	0000cbd1
9479	ecaf92	cbd2	0000cbd2
9480	ecaf93	cbd3	0000cbd3
9481	ecaf96	cbd6	0000cbd6
9482	ecaf97	cbd7	0000cbd7
9483	ecaf99	cbd9	0000cbd9
9484	ecaf9a	cbda	0000cbda
9485	ecaf9d	cbdd	0000cbdd
9486	ecaf9e	cbde	0000cbde
9487	ecaf9f	cbdf	0000cbdf
9488	ecafa0	cbe0	0000cbe0
9489	ecafa1	cbe1	0000cbe1
9490	ecafa2	cbe2	0000cbe2
9491	ecafa3	cbe3	0000cbe3
9492	ecafa6	cbe6	0000cbe6
9493	ecafa8	cbe8	0000cbe8
9494	ecafab	cbeb	0000cbeb
9495	ecafac	cbec	0000cbec
9496	ecafad	cbed	0000cbed
9497	ecafae	cbee	0000cbee
9498	ecafaf	cbef	0000cbef
9499	ecafb2	cbf2	0000cbf2
9500	ecafb3	cbf3	0000cbf3
9501	ecafb5	cbf5	0000cbf5
9502	ecafb6	cbf6	0000cbf6
9503	ecafb7	cbf7	0000cbf7
9504	ecafb9	cbf9	0000cbf9
9505	ecafba	cbfa	0000cbfa
9506	ecafbb	cbfb	0000cbfb
9507	ecafbc	cbfc	0000cbfc
9508	ecafbd	cbfd	0000cbfd
9509	ecafbe	cbfe	0000cbfe
9510	ecafbf	cbff	0000cbff
9511	ecb082	cc02	0000cc02
9512	ecb084	cc04	0000cc04
9513	ecb087	cc07	0000cc07
9514	ecb088	cc08	0000cc08
9515	ecb089	cc09	0000cc09
9516	ecb08a	cc0a	0000cc0a
9517	ecb08b	cc0b	0000cc0b
9518	ecb08e	cc0e	0000cc0e
9519	ecb08f	cc0f	0000cc0f
9520	ecb091	cc11	0000cc11
9521	ecb092	cc12	0000cc12
9522	ecb095	cc15	0000cc15
9523	ecb096	cc16	0000cc16
9524	ecb097	cc17	0000cc17
9525	ecb098	cc18	0000cc18
9526	ecb099	cc19	0000cc19
9527	ecb09a	cc1a	0000cc1a
9528	ecb09b	cc1b	0000cc1b
9529	ecb09e	cc1e	0000cc1e
9530	ecb0a0	cc20	0000cc20
9531	ecb0a3	cc23	0000cc23
9532	ecb0a4	cc24	0000cc24
9533	ecb0a5	cc25	0000cc25
9534	ecb0aa	cc2a	0000cc2a
9535	ecb0ab	cc2b	0000cc2b
9536	ecb0ad	cc2d	0000cc2d
9537	ecb0b2	cc32	0000cc32
9538	ecb0b3	cc33	0000cc33
9539	ecb0b4	cc34	0000cc34
9540	ecb0b5	cc35	0000cc35
9541	ecb0b6	cc36	0000cc36
9542	ecb0b7	cc37	0000cc37
9543	ecb0ba	cc3a	0000cc3a
9544	ecb180	cc40	0000cc40
9545	ecb181	cc41	0000cc41
9546	ecb183	cc43	0000cc43
9547	ecb186	cc46	0000cc46
9548	ecb187	cc47	0000cc47
9549	ecb189	cc49	0000cc49
9550	ecb18a	cc4a	0000cc4a
9551	ecb18d	cc4d	0000cc4d
9552	ecb18e	cc4e	0000cc4e
9553	ecb18f	cc4f	0000cc4f
9554	ecb190	cc50	0000cc50
9555	ecb191	cc51	0000cc51
9556	ecb192	cc52	0000cc52
9557	ecb193	cc53	0000cc53
9558	ecb196	cc56	0000cc56
9559	ecb19a	cc5a	0000cc5a
9560	ecb19c	cc5c	0000cc5c
9561	ecb19d	cc5d	0000cc5d
9562	ecb19f	cc5f	0000cc5f
9563	ecb1a2	cc62	0000cc62
9564	ecb1a3	cc63	0000cc63
9565	ecb1a5	cc65	0000cc65
9566	ecb1a7	cc67	0000cc67
9567	ecb1a9	cc69	0000cc69
9568	ecb1aa	cc6a	0000cc6a
9569	ecb1ab	cc6b	0000cc6b
9570	ecb1ac	cc6c	0000cc6c
9571	ecb1ad	cc6d	0000cc6d
9572	ecb1ae	cc6e	0000cc6e
9573	ecb1af	cc6f	0000cc6f
9574	ecb1b2	cc72	0000cc72
9575	ecb1b4	cc74	0000cc74
9576	ecb1b6	cc76	0000cc76
9577	ecb1b7	cc77	0000cc77
9578	ecb1b8	cc78	0000cc78
9579	ecb1b9	cc79	0000cc79
9580	ecb1bb	cc7b	0000cc7b
9581	ecb1bd	cc7d	0000cc7d
9582	ecb1be	cc7e	0000cc7e
9583	ecb1bf	cc7f	0000cc7f
9584	ecb280	cc80	0000cc80
9585	ecb281	cc81	0000cc81
9586	ecb282	cc82	0000cc82
9587	ecb283	cc83	0000cc83
9588	ecb284	cc84	0000cc84
9589	ecb285	cc85	0000cc85
9590	ecb286	cc86	0000cc86
9591	ecb287	cc87	0000cc87
9592	ecb288	cc88	0000cc88
9593	ecb289	cc89	0000cc89
9594	ecb28a	cc8a	0000cc8a
9595	ecb28b	cc8b	0000cc8b
9596	ecb28c	cc8c	0000cc8c
9597	ecb28d	cc8d	0000cc8d
9598	ecb28e	cc8e	0000cc8e
9599	ecb28f	cc8f	0000cc8f
9600	ecb290	cc90	0000cc90
9601	ecb292	cc92	0000cc92
9602	ecb293	cc93	0000cc93
9603	ecb294	cc94	0000cc94
9604	ecb295	cc95	0000cc95
9605	ecb296	cc96	0000cc96
9606	ecb297	cc97	0000cc97
9607	ecb29a	cc9a	0000cc9a
9608	ecb29b	cc9b	0000cc9b
9609	ecb29d	cc9d	0000cc9d
9610	ecb29e	cc9e	0000cc9e
9611	ecb2a1	cca1	0000cca1
9612	ecb2a2	cca2	0000cca2
9613	ecb2a3	cca3	0000cca3
9614	ecb2a4	cca4	0000cca4
9615	ecb2a5	cca5	0000cca5
9616	ecb2a6	cca6	0000cca6
9617	ecb2aa	ccaa	0000ccaa
9618	ecb2af	ccaf	0000ccaf
9619	ecb2b0	ccb0	0000ccb0
9620	ecb2b1	ccb1	0000ccb1
9621	ecb2b3	ccb3	0000ccb3
9622	ecb2b6	ccb6	0000ccb6
9623	ecb2b7	ccb7	0000ccb7
9624	ecb2b9	ccb9	0000ccb9
9625	ecb2ba	ccba	0000ccba
9626	ecb2bd	ccbd	0000ccbd
9627	ecb2be	ccbe	0000ccbe
9628	ecb2bf	ccbf	0000ccbf
9629	ecb380	ccc0	0000ccc0
9630	ecb381	ccc1	0000ccc1
9631	ecb382	ccc2	0000ccc2
9632	ecb386	ccc6	0000ccc6
9633	ecb38b	cccb	0000cccb
9634	ecb38c	cccc	0000cccc
9635	ecb38d	cccd	0000cccd
9636	ecb38e	ccce	0000ccce
9637	ecb38f	cccf	0000cccf
9638	ecb392	ccd2	0000ccd2
9639	ecb393	ccd3	0000ccd3
9640	ecb395	ccd5	0000ccd5
9641	ecb396	ccd6	0000ccd6
9642	ecb399	ccd9	0000ccd9
9643	ecb39a	ccda	0000ccda
9644	ecb39b	ccdb	0000ccdb
9645	ecb39c	ccdc	0000ccdc
9646	ecb39d	ccdd	0000ccdd
9647	ecb39e	ccde	0000ccde
9648	ecb39f	ccdf	0000ccdf
9649	ecb3a2	cce2	0000cce2
9650	ecb3a6	cce6	0000cce6
9651	ecb3a7	cce7	0000cce7
9652	ecb3a8	cce8	0000cce8
9653	ecb3a9	cce9	0000cce9
9654	ecb3aa	ccea	0000ccea
9655	ecb3ab	cceb	0000cceb
9656	ecb3ae	ccee	0000ccee
9657	ecb3af	ccef	0000ccef
9658	ecb3b1	ccf1	0000ccf1
9659	ecb3b2	ccf2	0000ccf2
9660	ecb3b3	ccf3	0000ccf3
9661	ecb3b5	ccf5	0000ccf5
9662	ecb3b6	ccf6	0000ccf6
9663	ecb3b7	ccf7	0000ccf7
9664	ecb3b8	ccf8	0000ccf8
9665	ecb3b9	ccf9	0000ccf9
9666	ecb3ba	ccfa	0000ccfa
9667	ecb3bb	ccfb	0000ccfb
9668	ecb3be	ccfe	0000ccfe
9669	ecb480	cd00	0000cd00
9670	ecb482	cd02	0000cd02
9671	ecb483	cd03	0000cd03
9672	ecb484	cd04	0000cd04
9673	ecb485	cd05	0000cd05
9674	ecb486	cd06	0000cd06
9675	ecb487	cd07	0000cd07
9676	ecb48a	cd0a	0000cd0a
9677	ecb48b	cd0b	0000cd0b
9678	ecb48d	cd0d	0000cd0d
9679	ecb48e	cd0e	0000cd0e
9680	ecb491	cd11	0000cd11
9681	ecb492	cd12	0000cd12
9682	ecb493	cd13	0000cd13
9683	ecb494	cd14	0000cd14
9684	ecb495	cd15	0000cd15
9685	ecb496	cd16	0000cd16
9686	ecb497	cd17	0000cd17
9687	ecb49a	cd1a	0000cd1a
9688	ecb49c	cd1c	0000cd1c
9689	ecb49e	cd1e	0000cd1e
9690	ecb49f	cd1f	0000cd1f
9691	ecb4a0	cd20	0000cd20
9692	ecb4a1	cd21	0000cd21
9693	ecb4a2	cd22	0000cd22
9694	ecb4a6	cd26	0000cd26
9695	ecb4a7	cd27	0000cd27
9696	ecb4a9	cd29	0000cd29
9697	ecb4aa	cd2a	0000cd2a
9698	ecb4ad	cd2d	0000cd2d
9699	ecb4ae	cd2e	0000cd2e
9700	ecb4af	cd2f	0000cd2f
9701	ecb4b0	cd30	0000cd30
9702	ecb4b1	cd31	0000cd31
9703	ecb4b2	cd32	0000cd32
9704	ecb4b3	cd33	0000cd33
9705	ecb4b6	cd36	0000cd36
9706	ecb4b8	cd38	0000cd38
9707	ecb4ba	cd3a	0000cd3a
9708	ecb4bb	cd3b	0000cd3b
9709	ecb4bc	cd3c	0000cd3c
9710	ecb4bd	cd3d	0000cd3d
9711	ecb4be	cd3e	0000cd3e
9712	ecb4bf	cd3f	0000cd3f
9713	ecb581	cd41	0000cd41
9714	ecb582	cd42	0000cd42
9715	ecb583	cd43	0000cd43
9716	ecb585	cd45	0000cd45
9717	ecb586	cd46	0000cd46
9718	ecb587	cd47	0000cd47
9719	ecb588	cd48	0000cd48
9720	ecb589	cd49	0000cd49
9721	ecb58a	cd4a	0000cd4a
9722	ecb58b	cd4b	0000cd4b
9723	ecb58c	cd4c	0000cd4c
9724	ecb58d	cd4d	0000cd4d
9725	ecb58e	cd4e	0000cd4e
9726	ecb58f	cd4f	0000cd4f
9727	ecb590	cd50	0000cd50
9728	ecb591	cd51	0000cd51
9729	ecb592	cd52	0000cd52
9730	ecb595	cd55	0000cd55
9731	ecb596	cd56	0000cd56
9732	ecb597	cd57	0000cd57
9733	ecb598	cd58	0000cd58
9734	ecb599	cd59	0000cd59
9735	ecb59a	cd5a	0000cd5a
9736	ecb59b	cd5b	0000cd5b
9737	ecb59e	cd5e	0000cd5e
9738	ecb59f	cd5f	0000cd5f
9739	ecb5a1	cd61	0000cd61
9740	ecb5a2	cd62	0000cd62
9741	ecb5a5	cd65	0000cd65
9742	ecb5a6	cd66	0000cd66
9743	ecb5a7	cd67	0000cd67
9744	ecb5a8	cd68	0000cd68
9745	ecb5a9	cd69	0000cd69
9746	ecb5aa	cd6a	0000cd6a
9747	ecb5ab	cd6b	0000cd6b
9748	ecb5ae	cd6e	0000cd6e
9749	ecb5b2	cd72	0000cd72
9750	ecb5b3	cd73	0000cd73
9751	ecb5b4	cd74	0000cd74
9752	ecb5b5	cd75	0000cd75
9753	ecb5b6	cd76	0000cd76
9754	ecb5b7	cd77	0000cd77
9755	ecb5ba	cd7a	0000cd7a
9756	ecb5bb	cd7b	0000cd7b
9757	ecb5bd	cd7d	0000cd7d
9758	ecb5be	cd7e	0000cd7e
9759	ecb5bf	cd7f	0000cd7f
9760	ecb681	cd81	0000cd81
9761	ecb682	cd82	0000cd82
9762	ecb683	cd83	0000cd83
9763	ecb684	cd84	0000cd84
9764	ecb685	cd85	0000cd85
9765	ecb686	cd86	0000cd86
9766	ecb687	cd87	0000cd87
9767	ecb68a	cd8a	0000cd8a
9768	ecb68c	cd8c	0000cd8c
9769	ecb68e	cd8e	0000cd8e
9770	ecb68f	cd8f	0000cd8f
9771	ecb690	cd90	0000cd90
9772	ecb691	cd91	0000cd91
9773	ecb692	cd92	0000cd92
9774	ecb693	cd93	0000cd93
9775	ecb696	cd96	0000cd96
9776	ecb697	cd97	0000cd97
9777	ecb699	cd99	0000cd99
9778	ecb69a	cd9a	0000cd9a
9779	ecb69d	cd9d	0000cd9d
9780	ecb69e	cd9e	0000cd9e
9781	ecb69f	cd9f	0000cd9f
9782	ecb6a0	cda0	0000cda0
9783	ecb6a1	cda1	0000cda1
9784	ecb6a2	cda2	0000cda2
9785	ecb6a3	cda3	0000cda3
9786	ecb6a6	cda6	0000cda6
9787	ecb6a8	cda8	0000cda8
9788	ecb6aa	cdaa	0000cdaa
9789	ecb6ab	cdab	0000cdab
9790	ecb6ac	cdac	0000cdac
9791	ecb6ad	cdad	0000cdad
9792	ecb6ae	cdae	0000cdae
9793	ecb6af	cdaf	0000cdaf
9794	ecb6b2	cdb2	0000cdb2
9795	ecb6b3	cdb3	0000cdb3
9796	ecb6b5	cdb5	0000cdb5
9797	ecb6b6	cdb6	0000cdb6
9798	ecb6b9	cdb9	0000cdb9
9799	ecb6ba	cdba	0000cdba
9800	ecb6bb	cdbb	0000cdbb
9801	ecb6bc	cdbc	0000cdbc
9802	ecb6bd	cdbd	0000cdbd
9803	ecb6be	cdbe	0000cdbe
9804	ecb6bf	cdbf	0000cdbf
9805	ecb782	cdc2	0000cdc2
9806	ecb786	cdc6	0000cdc6
9807	ecb787	cdc7	0000cdc7
9808	ecb788	cdc8	0000cdc8
9809	ecb789	cdc9	0000cdc9
9810	ecb78a	cdca	0000cdca
9811	ecb78b	cdcb	0000cdcb
9812	ecb78e	cdce	0000cdce
9813	ecb78f	cdcf	0000cdcf
9814	ecb791	cdd1	0000cdd1
9815	ecb792	cdd2	0000cdd2
9816	ecb793	cdd3	0000cdd3
9817	ecb795	cdd5	0000cdd5
9818	ecb796	cdd6	0000cdd6
9819	ecb797	cdd7	0000cdd7
9820	ecb798	cdd8	0000cdd8
9821	ecb799	cdd9	0000cdd9
9822	ecb79a	cdda	0000cdda
9823	ecb79b	cddb	0000cddb
9824	ecb79e	cdde	0000cdde
9825	ecb7a2	cde2	0000cde2
9826	ecb7a3	cde3	0000cde3
9827	ecb7a4	cde4	0000cde4
9828	ecb7a5	cde5	0000cde5
9829	ecb7a6	cde6	0000cde6
9830	ecb7a7	cde7	0000cde7
9831	ecb7aa	cdea	0000cdea
9832	ecb7ab	cdeb	0000cdeb
9833	ecb7ad	cded	0000cded
9834	ecb7ae	cdee	0000cdee
9835	ecb7b1	cdf1	0000cdf1
9836	ecb7b2	cdf2	0000cdf2
9837	ecb7b3	cdf3	0000cdf3
9838	ecb7b4	cdf4	0000cdf4
9839	ecb7b5	cdf5	0000cdf5
9840	ecb7b6	cdf6	0000cdf6
9841	ecb7b7	cdf7	0000cdf7
9842	ecb7ba	cdfa	0000cdfa
9843	ecb7bc	cdfc	0000cdfc
9844	ecb7be	cdfe	0000cdfe
9845	ecb7bf	cdff	0000cdff
9846	ecb880	ce00	0000ce00
9847	ecb881	ce01	0000ce01
9848	ecb882	ce02	0000ce02
9849	ecb883	ce03	0000ce03
9850	ecb886	ce06	0000ce06
9851	ecb887	ce07	0000ce07
9852	ecb889	ce09	0000ce09
9853	ecb88a	ce0a	0000ce0a
9854	ecb88b	ce0b	0000ce0b
9855	ecb88d	ce0d	0000ce0d
9856	ecb88e	ce0e	0000ce0e
9857	ecb88f	ce0f	0000ce0f
9858	ecb890	ce10	0000ce10
9859	ecb891	ce11	0000ce11
9860	ecb892	ce12	0000ce12
9861	ecb893	ce13	0000ce13
9862	ecb896	ce16	0000ce16
9863	ecb898	ce18	0000ce18
9864	ecb89a	ce1a	0000ce1a
9865	ecb89b	ce1b	0000ce1b
9866	ecb89c	ce1c	0000ce1c
9867	ecb89d	ce1d	0000ce1d
9868	ecb89e	ce1e	0000ce1e
9869	ecb89f	ce1f	0000ce1f
9870	ecb8a2	ce22	0000ce22
9871	ecb8a3	ce23	0000ce23
9872	ecb8a5	ce25	0000ce25
9873	ecb8a6	ce26	0000ce26
9874	ecb8aa	ce2a	0000ce2a
9875	ecb8ab	ce2b	0000ce2b
9876	ecb8ad	ce2d	0000ce2d
9877	ecb8ae	ce2e	0000ce2e
9878	ecb8af	ce2f	0000ce2f
9879	ecb8b2	ce32	0000ce32
9880	ecb8b4	ce34	0000ce34
9881	ecb8b6	ce36	0000ce36
9882	ecb8b7	ce37	0000ce37
9883	ecb8b8	ce38	0000ce38
9884	ecb8b9	ce39	0000ce39
9885	ecb8ba	ce3a	0000ce3a
9886	ecb8bb	ce3b	0000ce3b
9887	ecb8be	ce3e	0000ce3e
9888	ecb8bf	ce3f	0000ce3f
9889	ecb981	ce41	0000ce41
9890	ecb982	ce42	0000ce42
9891	ecb983	ce43	0000ce43
9892	ecb985	ce45	0000ce45
9893	ecb986	ce46	0000ce46
9894	ecb987	ce47	0000ce47
9895	ecb988	ce48	0000ce48
9896	ecb989	ce49	0000ce49
9897	ecb98a	ce4a	0000ce4a
9898	ecb98b	ce4b	0000ce4b
9899	ecb98e	ce4e	0000ce4e
9900	ecb990	ce50	0000ce50
9901	ecb992	ce52	0000ce52
9902	ecb993	ce53	0000ce53
9903	ecb994	ce54	0000ce54
9904	ecb995	ce55	0000ce55
9905	ecb996	ce56	0000ce56
9906	ecb997	ce57	0000ce57
9907	ecb99a	ce5a	0000ce5a
9908	ecb99b	ce5b	0000ce5b
9909	ecb99d	ce5d	0000ce5d
9910	ecb99e	ce5e	0000ce5e
9911	ecb9a3	ce63	0000ce63
9912	ecb9a4	ce64	0000ce64
9913	ecb9a5	ce65	0000ce65
9914	ecb9a6	ce66	0000ce66
9915	ecb9a7	ce67	0000ce67
9916	ecb9aa	ce6a	0000ce6a
9917	ecb9af	ce6f	0000ce6f
9918	ecb9b1	ce71	0000ce71
9919	ecb9b3	ce73	0000ce73
9920	ecb9b6	ce76	0000ce76
9921	ecb9b7	ce77	0000ce77
9922	ecb9b9	ce79	0000ce79
9923	ecb9ba	ce7a	0000ce7a
9924	ecb9bd	ce7d	0000ce7d
9925	ecb9be	ce7e	0000ce7e
9926	ecb9bf	ce7f	0000ce7f
9927	ecba80	ce80	0000ce80
9928	ecba81	ce81	0000ce81
9929	ecba82	ce82	0000ce82
9930	ecba83	ce83	0000ce83
9931	ecba86	ce86	0000ce86
9932	ecba8a	ce8a	0000ce8a
9933	ecba8b	ce8b	0000ce8b
9934	ecba8c	ce8c	0000ce8c
9935	ecba8f	ce8f	0000ce8f
9936	ecba92	ce92	0000ce92
9937	ecba93	ce93	0000ce93
9938	ecba95	ce95	0000ce95
9939	ecba96	ce96	0000ce96
9940	ecba99	ce99	0000ce99
9941	ecba9a	ce9a	0000ce9a
9942	ecba9b	ce9b	0000ce9b
9943	ecba9c	ce9c	0000ce9c
9944	ecba9d	ce9d	0000ce9d
9945	ecba9e	ce9e	0000ce9e
9946	ecba9f	ce9f	0000ce9f
9947	ecbaa2	cea2	0000cea2
9948	ecbaa6	cea6	0000cea6
9949	ecbaa7	cea7	0000cea7
9950	ecbaab	ceab	0000ceab
9951	ecbaae	ceae	0000ceae
9952	ecbaaf	ceaf	0000ceaf
9953	ecbab1	ceb1	0000ceb1
9954	ecbab2	ceb2	0000ceb2
9955	ecbab3	ceb3	0000ceb3
9956	ecbab5	ceb5	0000ceb5
9957	ecbab6	ceb6	0000ceb6
9958	ecbab7	ceb7	0000ceb7
9959	ecbab8	ceb8	0000ceb8
9960	ecbab9	ceb9	0000ceb9
9961	ecbaba	ceba	0000ceba
9962	ecbabb	cebb	0000cebb
9963	ecbabe	cebe	0000cebe
9964	ecbb80	cec0	0000cec0
9965	ecbb82	cec2	0000cec2
9966	ecbb83	cec3	0000cec3
9967	ecbb85	cec5	0000cec5
9968	ecbb86	cec6	0000cec6
9969	ecbb87	cec7	0000cec7
9970	ecbb89	cec9	0000cec9
9971	ecbb8a	ceca	0000ceca
9972	ecbb8b	cecb	0000cecb
9973	ecbb8d	cecd	0000cecd
9974	ecbb8e	cece	0000cece
9975	ecbb8f	cecf	0000cecf
9976	ecbb90	ced0	0000ced0
9977	ecbb91	ced1	0000ced1
9978	ecbb92	ced2	0000ced2
9979	ecbb93	ced3	0000ced3
9980	ecbb94	ced4	0000ced4
9981	ecbb95	ced5	0000ced5
9982	ecbb96	ced6	0000ced6
9983	ecbb97	ced7	0000ced7
9984	ecbb98	ced8	0000ced8
9985	ecbb99	ced9	0000ced9
9986	ecbb9a	ceda	0000ceda
9987	ecbb9b	cedb	0000cedb
9988	ecbb9c	cedc	0000cedc
9989	ecbb9d	cedd	0000cedd
9990	ecbb9e	cede	0000cede
9991	ecbb9f	cedf	0000cedf
9992	ecbba0	cee0	0000cee0
9993	ecbba1	cee1	0000cee1
9994	ecbba2	cee2	0000cee2
9995	ecbba3	cee3	0000cee3
9996	ecbba6	cee6	0000cee6
9997	ecbba7	cee7	0000cee7
9998	ecbba9	cee9	0000cee9
9999	ecbbaa	ceea	0000ceea
10000	ecbbad	ceed	0000ceed
10001	ecbbae	ceee	0000ceee
10002	ecbbaf	ceef	0000ceef
10003	ecbbb0	cef0	0000cef0
10004	ecbbb1	cef1	0000cef1
10005	ecbbb2	cef2	0000cef2
10006	ecbbb3	cef3	0000cef3
10007	ecbbb6	cef6	0000cef6
10008	ecbbba	cefa	0000cefa
10009	ecbbbc	cefc	0000cefc
10010	ecbbbf	ceff	0000ceff
10011	ecbc82	cf02	0000cf02
10012	ecbc83	cf03	0000cf03
10013	ecbc85	cf05	0000cf05
10014	ecbc86	cf06	0000cf06
10015	ecbc89	cf09	0000cf09
10016	ecbc8a	cf0a	0000cf0a
10017	ecbc8b	cf0b	0000cf0b
10018	ecbc8c	cf0c	0000cf0c
10019	ecbc8d	cf0d	0000cf0d
10020	ecbc8e	cf0e	0000cf0e
10021	ecbc8f	cf0f	0000cf0f
10022	ecbc92	cf12	0000cf12
10023	ecbc96	cf16	0000cf16
10024	ecbc97	cf17	0000cf17
10025	ecbc9b	cf1b	0000cf1b
10026	ecbc9e	cf1e	0000cf1e
10027	ecbc9f	cf1f	0000cf1f
10028	ecbca1	cf21	0000cf21
10029	ecbca2	cf22	0000cf22
10030	ecbca5	cf25	0000cf25
10031	ecbca6	cf26	0000cf26
10032	ecbca7	cf27	0000cf27
10033	ecbca8	cf28	0000cf28
10034	ecbca9	cf29	0000cf29
10035	ecbcaa	cf2a	0000cf2a
10036	ecbcab	cf2b	0000cf2b
10037	ecbcae	cf2e	0000cf2e
10038	ecbcb2	cf32	0000cf32
10039	ecbcb3	cf33	0000cf33
10040	ecbcb4	cf34	0000cf34
10041	ecbcb5	cf35	0000cf35
10042	ecbcb6	cf36	0000cf36
10043	ecbcb7	cf37	0000cf37
10044	ecbcba	cf3a	0000cf3a
10045	ecbcbb	cf3b	0000cf3b
10046	ecbcbd	cf3d	0000cf3d
10047	ecbcbe	cf3e	0000cf3e
10048	ecbcbf	cf3f	0000cf3f
10049	ecbd81	cf41	0000cf41
10050	ecbd82	cf42	0000cf42
10051	ecbd83	cf43	0000cf43
10052	ecbd84	cf44	0000cf44
10053	ecbd85	cf45	0000cf45
10054	ecbd86	cf46	0000cf46
10055	ecbd87	cf47	0000cf47
10056	ecbd8a	cf4a	0000cf4a
10057	ecbd8e	cf4e	0000cf4e
10058	ecbd8f	cf4f	0000cf4f
10059	ecbd90	cf50	0000cf50
10060	ecbd91	cf51	0000cf51
10061	ecbd92	cf52	0000cf52
10062	ecbd93	cf53	0000cf53
10063	ecbd96	cf56	0000cf56
10064	ecbd97	cf57	0000cf57
10065	ecbd99	cf59	0000cf59
10066	ecbd9a	cf5a	0000cf5a
10067	ecbd9d	cf5d	0000cf5d
10068	ecbd9e	cf5e	0000cf5e
10069	ecbd9f	cf5f	0000cf5f
10070	ecbda0	cf60	0000cf60
10071	ecbda1	cf61	0000cf61
10072	ecbda2	cf62	0000cf62
10073	ecbda3	cf63	0000cf63
10074	ecbda6	cf66	0000cf66
10075	ecbda8	cf68	0000cf68
10076	ecbdab	cf6b	0000cf6b
10077	ecbdac	cf6c	0000cf6c
10078	ecbdad	cf6d	0000cf6d
10079	ecbdaf	cf6f	0000cf6f
10080	ecbdb2	cf72	0000cf72
10081	ecbdb3	cf73	0000cf73
10082	ecbdb5	cf75	0000cf75
10083	ecbdb6	cf76	0000cf76
10084	ecbdb7	cf77	0000cf77
10085	ecbdb9	cf79	0000cf79
10086	ecbdba	cf7a	0000cf7a
10087	ecbdbb	cf7b	0000cf7b
10088	ecbdbc	cf7c	0000cf7c
10089	ecbdbd	cf7d	0000cf7d
10090	ecbdbe	cf7e	0000cf7e
10091	ecbdbf	cf7f	0000cf7f
10092	ecbe82	cf82	0000cf82
10093	ecbe84	cf84	0000cf84
10094	ecbe86	cf86	0000cf86
10095	ecbe87	cf87	0000cf87
10096	ecbe88	cf88	0000cf88
10097	ecbe89	cf89	0000cf89
10098	ecbe8a	cf8a	0000cf8a
10099	ecbe8b	cf8b	0000cf8b
10100	ecbe8e	cf8e	0000cf8e
10101	ecbe8f	cf8f	0000cf8f
10102	ecbe91	cf91	0000cf91
10103	ecbe92	cf92	0000cf92
10104	ecbe95	cf95	0000cf95
10105	ecbe96	cf96	0000cf96
10106	ecbe97	cf97	0000cf97
10107	ecbe98	cf98	0000cf98
10108	ecbe99	cf99	0000cf99
10109	ecbe9a	cf9a	0000cf9a
10110	ecbe9b	cf9b	0000cf9b
10111	ecbe9e	cf9e	0000cf9e
10112	ecbea0	cfa0	0000cfa0
10113	ecbea2	cfa2	0000cfa2
10114	ecbea3	cfa3	0000cfa3
10115	ecbea4	cfa4	0000cfa4
